run_id,seed,profile,scenario,frame,time_s,observation_id,x,y,appearance,appearance_0,appearance_1,appearance_2,appearance_3,efference,outcome,motor,proprio,temporal,crossmodal,persistence,physical,autonomy,goal,response,tool,intero,homeo,history,is_true_lineage,is_lure,truth_entity_id,scene_hash,change_point
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,0,0.0,object,-25.2138855457306,84.7206968069077,0.48502728687832,0.47249879830517,0.49655143404379,0.43796943133697,0.53308948382735,0.04195322954096,0.04888919712976,0.04528862670978,0.05986473169178,0.22143221684266,0.70409465141594,0.97423490721732,0.94005612291716,0.04551893910393,0.05901636064053,0.04137462094426,0.0,0.00451638430357,0.07309460401535,0.13076458163559,0,0,OBJECT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,0,0.0,self,-67.9260402098298,-21.0801365375519,0.46077538884943,0.16137934789062,0.80743208777159,0.29770578416064,0.57658433557488,0.91036375227682,0.88498733139634,0.89758586649269,0.90277649263656,0.95623775437474,0.95270336404443,0.97138615515083,0.75020637668669,0.02432780500501,0.05235775835812,0.01951932508498,0.0,0.90374914946072,0.90187890273035,0.93978438874483,1,0,SELF,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,0,0.0,agent,100.137628227472,-85.1488353069872,0.51297701025323,0.60855365708936,0.17950439367443,0.47478641245514,0.789063577794,0.06080563198775,0.06834933446255,0.06446723569331,0.03952078532078,0.40023929819465,0.73053187206388,0.92020606700331,0.25494582504034,0.96017745167017,0.91853802636266,0.8682774553448,0.03239229738712,0.01796502035111,0.04722851604223,0.25241360932589,0,0,AGENT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,1,0.1,agent,101.438100846484,-84.1780160591006,0.51751275341958,0.61899186357856,0.17198618182912,0.48725884130225,0.79181412696838,0.04921967339469,0.05332055285573,0.0512290952173,0.07473567962646,0.40820162564516,0.68217083327472,0.9075729486905,0.29176683090627,0.91311075940728,0.9251601433754,0.85430650612339,0.06077990725636,0.04439701579511,0.03010130390525,0.2348957753554,0,0,AGENT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,1,0.1,object,-24.8140931874514,85.0029508178122,0.48509376049275,0.46224131181836,0.50887068174779,0.44152347236872,0.52773957603611,0.04932073965669,0.00695317909122,0.01851852952435,0.06608920097351,0.23069059502333,0.76592045024037,0.96468493275344,0.94764355435967,0.06197249721736,0.01427812382579,0.0368125175219,0.0,0.05322380617261,0.0781451626122,0.04680893421173,0,0,OBJECT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,1,0.1,self,-63.1245589479804,-18.7501239739358,0.46585356063675,0.13561550933868,0.81481494538486,0.34047607257962,0.57250771524385,0.88021626986861,0.88639074510932,0.88329811236421,0.9102016048789,0.94313398893923,0.91139260455035,0.96339795928448,0.73019878685474,0.01764580767602,0.05550577487797,0.04480455324054,0.05388985618949,0.91714538673908,0.87159901395887,0.9253915471375,1,0,SELF,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,2,0.2,self,-58.4741610717028,-16.5442555174232,0.4582227620203,0.14665253214538,0.81085338693112,0.30849896110594,0.56688616789877,0.88446899608076,0.88105382158458,0.88275975727829,0.91032674948722,0.89853540301323,0.96208152160048,0.96698488531634,0.72040557270404,0.04105881109834,0.05290716789663,0.03911460537463,0.01977214464161,0.8690141843915,0.90469047245085,0.87406467994452,1,0,SELF,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,2,0.2,object,-24.7169912159443,84.9524853825569,0.48218883258174,0.47755632342771,0.4944262211211,0.4272323423624,0.52954044341575,0.03146906472743,0.01232289075851,0.01969238042769,0.02989466227591,0.21592766351998,0.7101012154296,0.95724870570004,0.95640564762056,0.08801990672946,0.03430133147165,0.05276208367199,0.00343285197392,0.03283806514926,0.06338929472491,0.08095729574561,0,0,OBJECT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,2,0.2,agent,102.897160680033,-82.7769806310534,0.51686011127022,0.61268958858214,0.1708184214239,0.48378290587105,0.80014952920377,0.04510197155178,0.08732102036476,0.06275627599184,0.04255591399036,0.41561800947413,0.71667800545692,0.9071933006309,0.30683608697727,0.95397865056992,0.90597500963137,0.87641646772623,0.04532872185111,0.01850814532489,0.01880959697068,0.22123720685951,0,0,AGENT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,3,0.3,agent,104.354758333415,-81.6110376762226,0.51102342548547,0.61872780382633,0.16704458401538,0.48581955211237,0.77250176198781,0.05827169604599,0.08869186758995,0.07189037174722,0.07028204105794,0.43566424034536,0.66593628451228,0.91093350926181,0.30337845343165,0.96154117241502,0.94332009911537,0.86418643141165,0.03919127255678,0.0,0.06738964185119,0.22712946522981,0,0,AGENT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,3,0.3,self,-54.0990359596908,-14.6783258765936,0.46482795631979,0.14110762333497,0.82765793584287,0.29099992681295,0.59954633928835,0.91513372363821,0.86982215515375,0.89219033157105,0.93101108207405,0.94904304068536,0.9220769366622,0.97753734983504,0.77035625398159,0.02855558830313,0.07543826565146,0.04397589966655,0.04043129503727,0.85762106946707,0.86651107486784,0.8807523536846,1,0,SELF,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,3,0.3,object,-24.3898505568504,85.1842755973339,0.4804949003004,0.46912387796212,0.49759126338176,0.42888538125902,0.52637907859869,0.02149161413312,0.0807691115886,0.04166363618477,0.01496056392789,0.18281107887626,0.71751104880124,0.97282310764305,0.95057467330247,0.04176841136068,0.0,0.06890015952289,0.0,0.01569522146136,0.06861846469343,0.10704899476841,0,0,OBJECT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,4,0.4,agent,105.81703825295,-80.5455428659916,0.50998492357321,0.58154515236616,0.18493810862303,0.49031307410449,0.78314335919917,0.06485420204699,0.08244114618748,0.07312082297013,0.03798332503997,0.43394711527973,0.70496856868267,0.90961993366014,0.28049403913319,0.91650642950088,0.92785793155432,0.84421857506037,0.0,0.04874362118542,0.01388110868633,0.26119110479951,0,0,AGENT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,4,0.4,self,-50.2285586073995,-13.3535167351365,0.46353093596641,0.13017606861889,0.83441634446383,0.29670050805435,0.59283082272857,0.91988475352824,0.88614640518129,0.90285799964342,0.91926697402298,0.95516856718808,0.92446658372879,0.97247755717486,0.74997603081167,0.05366101928055,0.0355917824991,0.02609112786129,0.03422148570418,0.894461119017,0.8933077445671,0.88366198329031,1,0,SELF,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,4,0.4,object,-24.4745457023382,85.0178939029574,0.48531588486308,0.45945867456496,0.507729975041,0.43968397631892,0.53439091352746,0.05376974303275,0.04654177250341,0.05002538503397,0.04365534819663,0.2020799306035,0.70412322439253,0.96720887630247,0.95855826377869,0.08962702676654,0.02199128802866,0.0304623227194,0.0,0.05983775176108,0.06111366994679,0.05284404978156,0,0,OBJECT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,5,0.5,agent,106.95803611353,-78.8463441319764,0.51437037745491,0.60897611606866,0.18580963470042,0.46593802098185,0.7967577380687,0.08611746802926,0.08685173809528,0.0864838237979,0.02694982659072,0.44851600944996,0.68688563797623,0.90918996036286,0.33211382776499,0.93664426479489,0.88538156248629,0.86275563471951,0.02785113498569,0.01098444379866,0.02672081530094,0.18912146918476,0,0,AGENT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,5,0.5,object,-24.1235627233982,84.9640241786838,0.48684423213796,0.47404233438894,0.50598757015541,0.43951328916359,0.52783373484388,0.05052540168166,0.07764037810266,0.06263235019024,0.00845852047205,0.24093964442611,0.72426579313353,0.97077144178795,0.92702806513757,0.02189338319004,0.00057772055268,0.08501751065254,0.0,0.04243102550507,0.0611775518069,0.11419216021895,0,0,OBJECT,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
327_ground_creature_matched_adversarial_identity,327,ground_creature,matched_adversarial_identity,5,0.5,self,-46.814837180078,-12.5726901516318,0.473506746036,0.14290544005111,0.83256934553385,0.31982800476253,0.59872419379652,0.89173499599397,0.88192959076762,0.88681874139541,0.88369530200064,0.94064171524718,0.90354459298775,0.95456970999017,0.74464189566672,0.07418046027422,0.05602264679968,0.01512247018516,0.03978400908411,0.88708500324786,0.90319109339714,0.88189681036174,1,0,SELF,b77207315ebfd9f9cae0bcf7b0e1209df89a62567e4a0a67db30acf930308855,0
